dataset,participant,task,step_size,ablation,landmarks,RMSD,mean_motion,std_motion,mean_T2,std_T2,warnings,UCL
UCF Sports Action,S05,Golf-Swing-Front.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.2059714162775021,0.4437479529495941,0.2059714162775021,54.933278457494815,23.583298561302556,0,
UCF Sports Action,S05,Golf-Swing-Front.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.04530939223928175,0.10354285131735784,0.04530939223928175,23.586206896634053,6.157457562740348,0,75.41990704836056
UCF Sports Action,S05,Golf-Swing-Front.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.06285932786383577,0.14190311902079103,0.06285932786383577,35.379310344790824,5.871515023977074,0,185.36479498452638
UCF Sports Action,S05,Golf-Swing-Front.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.10976163044624368,0.17011125627191748,0.10976163044624368,29.482758620620643,5.620600205960208,0,116.09240576591439
UCF Sports Action,S05,Golf-Swing-Front.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.2208430329660019,0.530864182551545,0.2208430329660019,44.836444316146675,130.7415320630183,0,
UCF Sports Action,S05,Golf-Swing-Front.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.051578819799658275,0.12107321731621488,0.051578819799658275,23.571428571380757,5.54267049917227,0,78.2455021600373
UCF Sports Action,S05,Golf-Swing-Front.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.07006641420836411,0.16658515984314912,0.07006641420836411,35.35714285634831,5.5404753504952735,0,202.4563026831549
UCF Sports Action,S05,Golf-Swing-Front.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.12217898704722159,0.21004817779123883,0.12217898704722159,29.46428571406047,4.804593197724976,0,122.79531135138254
UCF Sports Action,S05,Swing-SideAngle.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",2.867099340607174,3.5469255423707917,2.867099340607174,42.554574115541456,130.40325197032024,0,
UCF Sports Action,S05,Swing-SideAngle.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.9170153028317194,1.0066273602854166,0.9170153028317194,23.56363636366055,11.547801681300815,0,79.81540538480715
UCF Sports Action,S05,Swing-SideAngle.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",1.241290906278267,1.3797263638549586,1.241290906278267,35.345454545894555,10.487115417986924,0,212.68096402648592
UCF Sports Action,S05,Swing-SideAngle.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.994362349565468,1.2013638511076756,0.994362349565468,29.454545454679007,10.817278924788797,0,126.62451762332985
UCF Sports Action,S05,Swing-SideAngle.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",3.1077777443506593,4.620558534000833,3.1077777443506593,61.70909119137904,26.782203415924307,0,
UCF Sports Action,S05,Swing-SideAngle.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.9401474108719508,1.2030390320151847,0.9401474108719508,23.555555555533175,9.53565915114093,0,81.50599044304887
UCF Sports Action,S05,Swing-SideAngle.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",1.2894201605585685,1.6812116400813968,1.2894201605585685,35.33333333195757,8.002700634164594,0,224.33031695749875
UCF Sports Action,S05,Swing-SideAngle.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",1.1862842759695698,1.682029577901196,1.1862842759695698,29.444444443829834,7.947509728333528,0,130.83468382792773
UCF Sports Action,S05,Swing-SideAngle.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",3.8379641035495506,6.657490661551526,3.8379641035495506,47.93202346327611,41.651045934079065,0,
UCF Sports Action,S05,Swing-SideAngle.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",1.1464270456867787,1.5907993598938148,1.1464270456867787,23.538461538368725,7.408306935213427,0,85.30874160681086
UCF Sports Action,S05,Swing-SideAngle.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",1.5797079828593072,2.2897100149693155,1.5797079828593072,35.30769230668408,6.441464208179857,0,253.24327040649308
UCF Sports Action,S05,Swing-SideAngle.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",1.6433422936339297,2.557233337145666,1.6433422936339297,29.423076922457213,6.38507642470024,0,140.64543067217045
UCF Sports Action,S05,Lifting.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",1.5283195373992502,1.3836824566144759,1.5283195373992502,98.1818221122077,14.232821376723619,0,1006.8169854629369
UCF Sports Action,S05,Lifting.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.640876553480099,0.507298415964676,0.640876553480099,23.80165289278193,21.099298758369777,16,48.79888022536769
