,dataset,participant,task,step_size,ablation,landmarks,RMSD,mean_motion,std_motion,mean_T2,std_T2,warnings,UCL,task_code,Timestamp,Participant Number (Experimenter Only),"Kind of Experiment  (SUI, LGP, etc.) (Experimenter Only)",Mental Demand ,Physical Demand ,Temporal Demand ,Performance,Effort,Frustration ,average
169,Assembly,S01,SGI_posture.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.115359849,0.097574878,0.115359849,23.98263386,46.43739029,245,37.25523596,SGI,2023/07/26 2:32:49 PM MDT,S01,SGI,10,20,10,10,10,10,11.66666667
170,Assembly,S01,SGI_posture.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.152374017,0.130040491,0.152374017,35.9739508,65.56250482,271,52.69255301,SGI,2023/07/26 2:32:49 PM MDT,S01,SGI,10,20,10,10,10,10,11.66666667
171,Assembly,S01,SGI_posture.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.043890694,0.047260386,0.043890694,29.97829233,63.49515145,212,45.00502864,SGI,2023/07/26 2:32:49 PM MDT,S01,SGI,10,20,10,10,10,10,11.66666667
172,Assembly,S01,SGI_posture.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.417163827,0.465958633,0.417163827,98.92831286,98.19775253,311,134.0841897,SGI,2023/07/26 2:32:49 PM MDT,S01,SGI,10,20,10,10,10,10,11.66666667
173,Assembly,S01,SGI_posture.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.149569156,0.15065514,0.149569156,23.98262129,38.82151501,252,37.25585761,SGI,2023/07/26 2:32:49 PM MDT,S01,SGI,10,20,10,10,10,10,11.66666667
174,Assembly,S01,SGI_posture.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.197583928,0.201046962,0.197583928,35.97393193,56.4415713,283,52.69381856,SGI,2023/07/26 2:32:49 PM MDT,S01,SGI,10,20,10,10,10,10,11.66666667
175,Assembly,S01,SGI_posture.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.057889778,0.07456513,0.057889778,29.97827661,52.53379458,228,45.00594462,SGI,2023/07/26 2:32:49 PM MDT,S01,SGI,10,20,10,10,10,10,11.66666667
176,Assembly,S01,SGI_posture.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.526629632,0.680943663,0.526629632,98.92820879,82.3464827,332,134.1012857,SGI,2023/07/26 2:32:49 PM MDT,S01,SGI,10,20,10,10,10,10,11.66666667
177,Assembly,S01,SGI_posture.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.1798296,0.220247732,0.1798296,23.98259608,32.06730786,283,37.25710369,SGI,2023/07/26 2:32:49 PM MDT,S01,SGI,10,20,10,10,10,10,11.66666667
178,Assembly,S01,SGI_posture.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.236980846,0.294555104,0.236980846,35.97389413,47.32756773,309,52.69635534,SGI,2023/07/26 2:32:49 PM MDT,S01,SGI,10,20,10,10,10,10,11.66666667
179,Assembly,S01,SGI_posture.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.075137237,0.108047682,0.075137237,29.97824511,44.81640033,250,45.00778067,SGI,2023/07/26 2:32:49 PM MDT,S01,SGI,10,20,10,10,10,10,11.66666667
180,Assembly,S01,LUI_posture.csv,1,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.615445884,0.769059651,0.615445884,98.8573487,91.93173504,145,146.8257739,LUI,2023/07/26 2:36:28 PM MDT,S01,LUI,10,10,10,10,10,10,10
181,Assembly,S01,LUI_posture.csv,1,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.202893006,0.207416311,0.202893006,23.96541787,39.36801579,108,38.12504551,LUI,2023/07/26 2:36:28 PM MDT,S01,LUI,10,10,10,10,10,10,10
182,Assembly,S01,LUI_posture.csv,1,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.249870865,0.272126206,0.249870865,35.9481268,51.14476504,117,54.48113571,LUI,2023/07/26 2:36:28 PM MDT,S01,LUI,10,10,10,10,10,10,10
183,Assembly,S01,LUI_posture.csv,1,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.268259967,0.275412353,0.268259967,29.95677233,44.49616315,119,46.29307563,LUI,2023/07/26 2:36:28 PM MDT,S01,LUI,10,10,10,10,10,10,10
184,Assembly,S01,LUI_posture.csv,2,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.909247937,1.197958057,0.909247937,98.85714282,77.28395717,142,146.8661425,LUI,2023/07/26 2:36:28 PM MDT,S01,LUI,10,10,10,10,10,10,10
185,Assembly,S01,LUI_posture.csv,2,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.287453883,0.323782633,0.287453883,23.96536797,33.00775807,113,38.12762237,LUI,2023/07/26 2:36:28 PM MDT,S01,LUI,10,10,10,10,10,10,10
186,Assembly,S01,LUI_posture.csv,2,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.363122553,0.429211115,0.363122553,35.94805195,43.4296459,120,54.48648803,LUI,2023/07/26 2:36:28 PM MDT,S01,LUI,10,10,10,10,10,10,10
187,Assembly,S01,LUI_posture.csv,2,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.365286803,0.404035677,0.365286803,29.95670996,35.48973227,130,46.29691072,LUI,2023/07/26 2:36:28 PM MDT,S01,LUI,10,10,10,10,10,10,10
188,Assembly,S01,LUI_posture.csv,4,full,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",1.312927689,1.839517506,1.312927689,98.85672934,66.57885305,131,146.9472953,LUI,2023/07/26 2:36:28 PM MDT,S01,LUI,10,10,10,10,10,10,10
189,Assembly,S01,LUI_posture.csv,4,hands_only,"[15, 16, 17, 18, 19, 20, 21, 22]",0.423682827,0.518522945,0.423682827,23.96526773,27.96612482,113,38.13279947,LUI,2023/07/26 2:36:28 PM MDT,S01,LUI,10,10,10,10,10,10,10
190,Assembly,S01,LUI_posture.csv,4,upper_body,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",0.543527046,0.690187825,0.543527046,35.94790159,37.51939957,115,54.49724219,LUI,2023/07/26 2:36:28 PM MDT,S01,LUI,10,10,10,10,10,10,10
191,Assembly,S01,LUI_posture.csv,4,lower_body,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",0.446984835,0.56093372,0.446984835,29.95658466,29.92114179,136,46.30461602,LUI,2023/07/26 2:36:28 PM MDT,S01,LUI,10,10,10,10,10,10,10
